ROI_num,probe_success,probe_fail,probe_success-probe_fail,common_fail,VTCcorr
141,-11.171247980091485,-7.277022836646717,0.0,0.0,0.0
142,-3.9895474640789375,-5.058423988625449,0.0,0.0,0.0
143,-8.506409088961538,-7.156731968492939,0.0,0.0,-4.132250193665593
144,0.0,5.9383619388856514,-4.081785419552857,0.0,4.245089847133969
145,-10.578576014932072,-6.380796759413321,0.0,0.0,-4.433505204052135
146,0.0,0.0,0.0,0.0,4.632337533424426
148,-11.873184707646864,-6.893478614722895,0.0,-4.214018909354051,-4.82197016755037
149,-5.356137222553847,0.0,0.0,0.0,0.0
150,9.646117089939228,14.513067806445536,-6.285959578755684,6.845113779025466,5.96815773383886
151,-5.285896424011258,0.0,-6.214117975395343,0.0,0.0
152,-8.82994186555003,-7.0829541382364605,0.0,0.0,0.0
153,0.0,6.58115585462296,-7.313648714143111,0.0,0.0
154,-7.54865183861029,-4.064861883343003,0.0,0.0,0.0
155,12.738176208601164,16.504165993425957,-6.592987800091996,8.208342878804068,6.274944812372383
156,0.0,7.855209679911018,-6.594842996921879,0.0,4.463627986715165
157,8.450177571307252,6.625146035675604,0.0,4.254159022673856,0.0
158,-7.015576067160984,0.0,0.0,0.0,0.0
162,11.496691964709624,10.823716194087064,0.0,4.08595856015051,5.4292091255635
163,-6.092728781331384,0.0,0.0,0.0,0.0
165,6.2245902725020965,0.0,0.0,0.0,0.0
166,7.451041936977221,4.726801276787147,0.0,4.208200957567354,0.0
168,0.0,6.94446206953642,-5.841471174033138,0.0,4.827059120535693
169,0.0,8.697137340212517,-7.972170859159743,0.0,0.0
170,-6.298687357418525,0.0,-3.962232176586092,0.0,0.0
171,4.636001079277825,4.53494523199521,0.0,0.0,5.138467930218988
172,-6.275976253635728,-4.665422407452684,0.0,0.0,0.0
173,-8.073178556916709,0.0,0.0,0.0,0.0
174,0.0,-6.505668056316152,0.0,0.0,0.0
176,-4.889561196587287,0.0,0.0,0.0,0.0
178,5.592444156706069,0.0,0.0,0.0,0.0
179,8.886086774028481,4.91716805888811,0.0,0.0,0.0
180,-6.061883629937759,0.0,0.0,0.0,0.0
181,0.0,0.0,-4.305198340932559,3.890099643203909,5.944959626517368
182,-12.471271576796298,-9.813748008638786,0.0,-4.83239116351551,-4.370376724365242
183,-5.47047421842862,0.0,0.0,0.0,0.0
184,0.0,4.157748378158857,-5.300940202527502,0.0,0.0
185,-6.166635548291143,0.0,0.0,0.0,0.0
186,-6.149987269452471,0.0,0.0,0.0,0.0
187,-8.575931451364733,-6.1472811660925775,0.0,0.0,0.0
188,-8.020037909760795,-5.434943861067132,0.0,0.0,0.0
190,-8.74313025556278,-6.632103480115736,0.0,0.0,0.0
191,-8.048114499291882,-7.616219300212818,0.0,0.0,0.0
192,-4.12940822438859,0.0,0.0,0.0,0.0
193,-8.537947918352936,-5.210536433028201,0.0,0.0,0.0
196,-4.90470894774942,0.0,0.0,0.0,0.0
197,-8.056890676012962,-7.500677409988705,0.0,0.0,0.0
198,13.769434432140766,7.782679585688361,0.0,0.0,0.0
199,-4.593787016336874,-4.660386481974966,0.0,0.0,0.0
200,9.419928807600636,5.381968456542037,4.212392549063667,0.0,0.0
201,4.924306518992678,0.0,4.779214147735559,0.0,0.0
204,14.80090665354776,6.463481289339509,0.0,0.0,0.0
205,0.0,4.208470168500388,0.0,0.0,0.0
206,11.298618265805356,6.824763049576399,5.641420979707847,0.0,0.0
207,16.02712511091968,9.439864082752736,0.0,0.0,0.0
209,11.481352764587566,4.334558814463269,6.329106429564921,0.0,0.0
210,10.664287864074817,4.228638073871305,4.392480333016117,0.0,-4.580785659780347
211,-6.150108360855506,-5.863219998814196,0.0,0.0,0.0
215,-6.052945785071582,0.0,0.0,0.0,0.0
217,-7.393714926183227,-4.506834245262552,0.0,0.0,0.0
218,-6.495810123387833,0.0,0.0,0.0,0.0
219,0.0,7.443127593072384,-8.495286589994002,0.0,0.0
221,0.0,7.805828954665983,-5.620042555293449,0.0,0.0
222,-7.997345310190696,-4.033507753121167,0.0,0.0,0.0
223,-8.948604681848785,-5.827270651491559,0.0,-5.1287498383514665,0.0
224,0.0,0.0,0.0,-4.379943954738017,0.0
225,-9.164800423434125,-6.731974323844232,0.0,0.0,0.0
227,-5.53075634220654,-6.745873138409509,0.0,0.0,0.0
228,-5.042163330401521,0.0,0.0,0.0,0.0
229,-8.648662295618804,-4.2404430231204,0.0,0.0,0.0
231,-7.3969865382061535,-6.631128031063391,0.0,0.0,0.0
234,7.656037707710806,0.0,0.0,0.0,0.0
235,-4.974756877092011,0.0,0.0,0.0,0.0
236,8.131477941372847,0.0,5.849139541217806,0.0,0.0
238,10.58413857657059,7.556940480945948,0.0,0.0,0.0
240,7.8763271613032675,0.0,4.347107906825835,0.0,0.0
244,-6.453135032085825,0.0,0.0,0.0,0.0
245,7.073082401911238,4.5579290409020885,0.0,0.0,0.0
246,0.0,-4.097369676723905,0.0,-4.360847028673395,0.0
248,4.661417040292509,0.0,7.160395089544135,0.0,0.0
249,9.766871118417148,5.32379117996787,0.0,0.0,0.0
250,8.543918119675473,0.0,0.0,0.0,0.0
254,4.640817541935663,4.199517099927988,0.0,0.0,0.0
256,4.682674508996902,0.0,5.61776511450543,0.0,0.0
257,-6.255153601670675,-5.919854172606367,0.0,0.0,0.0
258,7.558145923383575,6.276912496546607,0.0,0.0,0.0
260,0.0,0.0,0.0,-4.200726689528674,0.0
261,5.49404972185963,0.0,7.070907499782973,-5.637248725946358,-7.1716009360347135
262,0.0,5.042106603563776,0.0,0.0,0.0
263,4.7750085615608935,8.855228275461661,-6.3669454349158245,0.0,0.0
